title,location,time,price,img_url
DEFENCE Spread your Business BOOK your Office,DHA Defence,20  Jul,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/jln3bdl7n7fn-PK/image;s=261x203;pk_;slot=1;filename=jln3bdl7n7fn-PK_.jpg
Shop for sell in kiran tower buffer zone,North Karachi,20  Jul,"Rs 8,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
96four shop for sale 10x52 in Firdous Colony,Firdos Colony,20  Jul,"Rs 96,00,000",https://apollo-singapore.akamaized.net/v1/files/y1ycb987qu3x1-PK/image;s=261x203;pk_;slot=1;filename=y1ycb987qu3x1-PK_.jpg
Golden chance for Investment in Gwadar with 1000% Profit,Gulistan-e-Jauhar,19  Jul,"Rs 6,00,000",https://apollo-singapore.akamaized.net/v1/files/j10s9gu83kf-PK/image;s=261x203;pk_;slot=1;filename=j10s9gu83kf-PK_.jpg
Brand new office 3rd floor with lift bukhari commercial,,19  Jul,"Rs 1,20,00,000",https://apollo-singapore.akamaized.net/v1/files/dm4yzvjozay61-PK/image;s=261x203;pk_;slot=1;filename=dm4yzvjozay61-PK_.jpg
120 square yards plot commercial property,Abbasi Shaheed,19  Jul,"Rs 55,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Gulistan e jauhar,Gulistan-e-Jauhar,19  Jul,"Rs 68,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale,Gulzar-E-Hijri,19  Jul,"Rs 75,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Defence Shop forsale prime location,DHA Defence,19  Jul,"Rs 75,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Defence Shop heart business,DHA Defence,19  Jul,"Rs 85,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Defence Shop for sale prime location in Shop Defence,DHA Defence,19  Jul,"Rs 85,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Basement Sale at Shahbaz Commercial,DHA Defence,19  Jul,"Rs 34,00,000",https://apollo-singapore.akamaized.net/v1/files/67qp406j0bln1-PK/image;s=261x203;pk_;slot=1;filename=67qp406j0bln1-PK_.jpg
14-A shop for sell in baitul hina near rabia city gulistane jouhar,Rabia City,19  Jul,"Rs 10,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Munir Mobile Mall side road facing 10*15,Gulistan-e-Jauhar,19  Jul,"Rs 28,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Full furnished office in Gulshan e Iqbal for sale or exchange with car,Gulshan-E-Iqbal 1,19  Jul,"Rs 5,25,000",https://apollo-singapore.akamaized.net/v1/files/f7b55n2yybdg1-PK/image;s=261x203;pk_;slot=1;filename=f7b55n2yybdg1-PK_.jpg
Porta container Office For Sale,Super Highway,19  Jul,"Rs 9,80,000",https://apollo-singapore.akamaized.net/v1/files/e3iz3crzq7ek-PK/image;s=261x203;pk_;slot=1;filename=e3iz3crzq7ek-PK_.jpg
Space Available For MINI MART and FOOD COURT,Model Colony,19  Jul,"Rs 30,00,00,000",https://apollo-singapore.akamaized.net/v1/files/qay5m2sm56a7-PK/image;s=261x203;pk_;slot=1;filename=qay5m2sm56a7-PK_.jpg
Saima Arabian Villas Block B Shop For Sale Main Road Facing size11by18,Rufi Lake Drive Apartments,19  Jul,"Rs 55,00,000",https://apollo-singapore.akamaized.net/v1/files/v7nurqg4ekiw1-PK/image;s=261x203;pk_;slot=3;filename=v7nurqg4ekiw1-PK_.jpg
Urgent sale offer in suitable price,Tariq Road,19  Jul,"Rs 20,00,000",https://apollo-singapore.akamaized.net/v1/files/m9inpbpom7193-PK/image;s=261x203;pk_;slot=1;filename=m9inpbpom7193-PK_.jpg
shop subeen apartment,Gulistan-e-Jauhar,19  Jul,"Rs 5,00,000",https://apollo-singapore.akamaized.net/v1/files/ou4piksa81tu-PK/image;s=261x203;pk_;slot=1;filename=ou4piksa81tu-PK_.jpg
"Shops, Flats For Sale",Shahra-e-Faisal,19  Jul,"Rs 18,00,000",https://apollo-singapore.akamaized.net/v1/files/2kk1y26fsevq-PK/image;s=261x203;pk_;slot=1;filename=2kk1y26fsevq-PK_.jpg
Zamzma Commercial Rented Shop for Urgent Sale,Clifton,19  Jul,"Rs 3,25,00,000",https://apollo-singapore.akamaized.net/v1/files/ptcoonm1n7u51-PK/image;s=261x203;pk_;slot=1;filename=ptcoonm1n7u51-PK_.jpg
Fully Luxurious Apartment full floor DHA ph5 for urgent Sale,DHA Defence,19  Jul,"Rs 1,75,00,000",https://apollo-singapore.akamaized.net/v1/files/vcw5bjfc2xfo1-PK/image;s=261x203;pk_;slot=1;filename=vcw5bjfc2xfo1-PK_.jpg
shop for sell in Gulshan-e-Iqbal Block 2,Gulshan-E-Iqbal 2,19  Jul,"Rs 11,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
New Fabricated Cabin,Super Highway,19  Jul,"Rs 4,75,000",https://apollo-singapore.akamaized.net/v1/files/tbu7ox83iknr-PK/image;s=261x203;pk_;slot=1;filename=tbu7ox83iknr-PK_.jpg
"Commercial land ground plus 2,",Gulshan-E-Iqbal 2,18  Jul,"Rs 13,00,00,000",https://apollo-singapore.akamaized.net/v1/files/t496c3ulc8803-PK/image;s=261x203;pk_;slot=2;filename=t496c3ulc8803-PK_.jpg
12x26 spacious shop,North Karachi,18  Jul,"Rs 38,00,000",https://apollo-singapore.akamaized.net/v1/files/n1qjd2cpk1kh2-PK/image;s=261x203;pk_;slot=1;filename=n1qjd2cpk1kh2-PK_.jpg
10x26 spacious shop,North Karachi,18  Jul,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/0xpidm401qbq1-PK/image;s=261x203;pk_;slot=1;filename=0xpidm401qbq1-PK_.jpg
Nishat Mezzaine For Sale,DHA Defence,18  Jul,"Rs 2,15,00,000",https://apollo-singapore.akamaized.net/v1/files/pivuijhk5lpg1-PK/image;s=261x203;pk_;slot=1;filename=pivuijhk5lpg1-PK_.jpg
Nishat Mezzaine For Sale,DHA Defence,18  Jul,"Rs 2,15,00,000",https://apollo-singapore.akamaized.net/v1/files/4a3if79pqyp01-PK/image;s=261x203;pk_;slot=1;filename=4a3if79pqyp01-PK_.jpg
Shop Available For Sale,Gulistan-e-Jauhar,18  Jul,"Rs 68,00,000",https://apollo-singapore.akamaized.net/v1/files/5ll6cb5m7um2-PK/image;s=261x203;pk_;slot=1;filename=5ll6cb5m7um2-PK_.jpg
Shop for Sale in Malik Socie Commercial Opposite Kaneez Fatima Block 1,Scheme 33,18  Jul,"Rs 25,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
1200 Sq.ft Office available for Sale at main Shaheed.e.Millat Road,Shaheed Millat Road,18  Jul,"Rs 2,25,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Mateen shopping galaxy shop for sell,Airport,18  Jul,"Rs 12,00,000",https://apollo-singapore.akamaized.net/v1/files/mm7wiayuei4h-PK/image;s=261x203;pk_;slot=1;filename=mm7wiayuei4h-PK_.jpg
"500 Sq.Ft Main Road Shop For Sale in Sharfabad, Bahadurabad",Jamaluddin Afghani Road,18  Jul,"Rs 3,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
on Booking 100 Yards Ground with Basement on Main Itehad Ph-2 ext,DHA Defence,18  Jul,"Rs 10,00,00,000",https://apollo-singapore.akamaized.net/v1/files/scnud0has4c63-PK/image;s=261x203;pk_;slot=1;filename=scnud0has4c63-PK_.jpg
Booking Offices 3 Side Corner 100 Yards Project on Main Itehad 2-ext,DHA Defence,18  Jul,"Rs 80,00,000",https://apollo-singapore.akamaized.net/v1/files/587i0w6yfwrs3-PK/image;s=261x203;pk_;slot=2;filename=587i0w6yfwrs3-PK_.jpg
Waterpump shop.. .in the bike market,Water Pump,18  Jul,"Rs 18,00,000",https://apollo-singapore.akamaized.net/v1/files/vnt1jqjq4s1g2-PK/image;s=261x203;pk_;slot=1;filename=vnt1jqjq4s1g2-PK_.jpg
Gulistan e Pakistan,Gadap Town,18  Jul,"Rs 8,75,000",https://apollo-singapore.akamaized.net/v1/files/5h2nibp7k9fz2-PK/image;s=261x203;pk_;slot=1;filename=5h2nibp7k9fz2-PK_.jpg
Excellent Aar Paar Wide Shop With Bathroom/ Direct Deal,DHA Defence,18  Jul,"Rs 65,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Containers for sale used and new,Saddar Town,18  Jul,"Rs 1,00,000",https://apollo-singapore.akamaized.net/v1/files/vgmxplx82fr9-PK/image;s=261x203;pk_;slot=1;filename=vgmxplx82fr9-PK_.jpg
Gulistan-E-Jauhar Block 14,Gulistan-e-Jauhar,18  Jul,"Rs 27,00,000",https://apollo-singapore.akamaized.net/v1/files/eggwytw9dpdc1-PK/image;s=261x203;pk_;slot=1;filename=eggwytw9dpdc1-PK_.jpg
"Clifton Block-9, Showroom 900 Sq feet For Sale.",Clifton,18  Jul,"Rs 6,50,00,000",https://apollo-singapore.akamaized.net/v1/files/xondcjk49yia1-PK/image;s=261x203;pk_;slot=1;filename=xondcjk49yia1-PK_.jpg
Bahadurabad sharfabad Main Road shop 500 sq feet near tv station road,Jamaluddin Afghani Road,18  Jul,"Rs 2,80,00,000",https://apollo-singapore.akamaized.net/v1/files/tiyqj1i4too32-PK/image;s=261x203;pk_;slot=1;filename=tiyqj1i4too32-PK_.jpg
Office on Pagri (Goodwill) sale,Shahra-e-Liaquat,18  Jul,"Rs 22,50,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Clifton Block-9 Main road Showroom 1650 Sq.Ft For Sale,Clifton,18  Jul,"Rs 13,50,00,000",https://apollo-singapore.akamaized.net/v1/files/jns7030uan262-PK/image;s=261x203;pk_;slot=1;filename=jns7030uan262-PK_.jpg
Complete project newly constructed,Malir,18  Jul,"Rs 6,00,00,000",https://apollo-singapore.akamaized.net/v1/files/xahhpmhydxyy-PK/image;s=261x203;pk_;slot=1;filename=xahhpmhydxyy-PK_.jpg
Murree plot at best business point for high profit project.,Bahria Town Karachi,18  Jul,"Rs 7,00,000",https://apollo-singapore.akamaized.net/v1/files/6cholfni7tlx1-PK/image;s=261x203;pk_;slot=1;filename=6cholfni7tlx1-PK_.jpg
Shop For Sale with Roof.,Safoora Goth,18  Jul,"Rs 20,00,000",https://apollo-singapore.akamaized.net/v1/files/eitfcuxooetg-PK/image;s=261x203;pk_;slot=1;filename=eitfcuxooetg-PK_.jpg
Shop For Sale,Haidery,18  Jul,"Rs 60,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Sector 14-C5 300 yards Commercial Plot Available Red Zone Sector,DHA City Karachi,18  Jul,"Rs 3,75,00,000",https://apollo-singapore.akamaized.net/v1/files/zie11vezf7p11-PK/image;s=261x203;pk_;slot=1;filename=zie11vezf7p11-PK_.jpg
shop at dolmen mall,Tariq Road,18  Jul,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/o9tgga58smp81-PK/image;s=261x203;pk_;slot=1;filename=o9tgga58smp81-PK_.jpg
Shops and Commercial Spaces available for sale in Gulistan e Jauhar,Gulistan-e-Jauhar,18  Jul,"Rs 50,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale at Chapal sun city scheme 33 khi.,Scheme 33,18  Jul,"Rs 17,00,000",https://apollo-singapore.akamaized.net/v1/files/e0z17f9nay811-PK/image;s=261x203;pk_;slot=1;filename=e0z17f9nay811-PK_.jpg
Shop Available For Sale in Amma Tower Shopping Mall,Saddar Town,18  Jul,"Rs 24,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale in water pump bike market,North Nazimabad,18  Jul,"Rs 1,05,00,000",https://apollo-singapore.akamaized.net/v1/files/dm6buezahsxp1-PK/image;s=261x203;pk_;slot=1;filename=dm6buezahsxp1-PK_.jpg
Shop For Sale Gulistan E Johar Block 3,Gulistan-e-Jauhar,17  Jul,"Rs 5,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop For sale Urgent,Saddar Town,17  Jul,"Rs 32,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"Residential Apartment, Defence View Mall, Bahria Town, Phase 7, Islamabad (Book Now)",Others,17  Jul,"Rs 26,79,200",https://apollo-singapore.akamaized.net/v1/files/yn6i99frtib31-PK/image;s=261x203;pk_;slot=1;filename=yn6i99frtib31-PK_.jpg
"137 Square Feet Lower Ground Floor Shop, Defence View Mall, Islamabad (Book Now)",Others,17  Jul,"Rs 31,51,000",https://apollo-singapore.akamaized.net/v1/files/r5uautxray9d1-PK/image;s=261x203;pk_;slot=5;filename=r5uautxray9d1-PK_.jpg
"Spacious First Floor Shop, Defence View Mall, Phase 7, Bahria Town, Islamabad (Book Now)",Others,17  Jul,"Rs 20,92,500",https://apollo-singapore.akamaized.net/v1/files/5j0waz0ycafb3-PK/image;s=261x203;pk_;slot=1;filename=5j0waz0ycafb3-PK_.jpg
"Udaan Marketing Offers, Shops And Apartment, Defence View Mall (Book Now)",Others,17  Jul,"Rs 11,99,000",https://apollo-singapore.akamaized.net/v1/files/siu9kp6gj3xi2-PK/image;s=261x203;pk_;slot=7;filename=siu9kp6gj3xi2-PK_.jpg
"Ideal Ground Floor Shop, Defence View Mall, Phase 7, Bahria Town (Book Now)",Others,17  Jul,"Rs 45,50,000",https://apollo-singapore.akamaized.net/v1/files/c10opaqri0ss-PK/image;s=261x203;pk_;slot=1;filename=c10opaqri0ss-PK_.jpg
"Defence View Mall, Spring North Commercial, Bahria Town, Islamabad (Book Now)",Others,17  Jul,"Rs 4,85,415",https://apollo-singapore.akamaized.net/v1/files/8n882eh2gxo01-PK/image;s=261x203;pk_;slot=2;filename=8n882eh2gxo01-PK_.jpg
"Best Offering By Udaan Marketing, Defence View Mall, Bahria Town, Isla",Others,17  Jul,"Rs 36,99,300",https://apollo-singapore.akamaized.net/v1/files/jcra7x51fylq2-PK/image;s=261x203;pk_;slot=1;filename=jcra7x51fylq2-PK_.jpg
Brand New Shop Is Available For Sale,Gulshan-e-Maymar,17  Jul,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/y1bjk40rdn07-PK/image;s=261x203;pk_;slot=12;filename=y1bjk40rdn07-PK_.jpg
Shop for sale,Buffer Zone 2,17  Jul,"Rs 30,00,000",https://apollo-singapore.akamaized.net/v1/files/p3r1e64tz9ea1-PK/image;s=261x203;pk_;slot=1;filename=p3r1e64tz9ea1-PK_.jpg
Gulshan iqbal 13d2,Shaheed Millat Road,17  Jul,"Rs 6,00,000",https://apollo-singapore.akamaized.net/v1/files/czhzbo31t18z2-PK/image;s=261x203;pk_;slot=1;filename=czhzbo31t18z2-PK_.jpg
"Rental Income 175,000/ month from Multi National company",Korangi,17  Jul,"Rs 2,40,00,000",https://apollo-singapore.akamaized.net/v1/files/yvqs3v27qi042-PK/image;s=261x203;pk_;slot=1;filename=yvqs3v27qi042-PK_.jpg
100 square yards house nazimabad,Abbasi Shaheed,17  Jul,"Rs 1,80,00,000",https://olxpkstatic-a.akamaihd.net/8c5512c-969/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
3300 Sq ft Main Shahra faisal Office available for Sale,Shahra-e-Faisal,17  Jul,"Rs 3,25,00,000",https://apollo-singapore.akamaized.net/v1/files/f96egakh2zls-PK/image;s=261x203;pk_;slot=1;filename=f96egakh2zls-PK_.jpg
Office booking for sale,Khayaban-e-Ittehad Road,17  Jul,"Rs 20,00,00,000",https://olxpkstatic-a.akamaihd.net/8c5512c-969/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Furnished office for sale,Shahra-e-Liaquat,17  Jul,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/5w9wlikpfg921-PK/image;s=261x203;pk_;slot=1;filename=5w9wlikpfg921-PK_.jpg
225 Square Yards Commercial Space For Sell,Bahria Town Karachi,17  Jul,"Rs 40,00,000",https://apollo-singapore.akamaized.net/v1/files/5jhr6e59o9fh-PK/image;s=261x203;pk_;slot=1;filename=5jhr6e59o9fh-PK_.jpg
Sharfabad naer tv station Main Road Shop for sale,Jamaluddin Afghani Road,17  Jul,"Rs 2,90,00,000",https://apollo-singapore.akamaized.net/v1/files/hc2zks4r4q1n-PK/image;s=261x203;pk_;slot=1;filename=hc2zks4r4q1n-PK_.jpg
Office Spaces available at Port Qasim Trade Center Karachi,Gadap Town,17  Jul,"Rs 65,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
835 sq ft mezzanine at rahat commercial phase 6,,17  Jul,"Rs 11,00,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Sell corner shop,Abbasi Shaheed,17  Jul,"Rs 1,20,00,000",https://apollo-singapore.akamaized.net/v1/files/gh9x9c0y77il1-PK/image;s=261x203;pk_;slot=1;filename=gh9x9c0y77il1-PK_.jpg
Akber market saddar motorcycle showroom for sale,Saddar Town,17  Jul,"Rs 3,00,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shahra-e-Faisal Office for Sale,Shahra-e-Faisal,17  Jul,"Rs 19,00,000",https://apollo-singapore.akamaized.net/v1/files/lss1737wtlrf-PK/image;s=261x203;pk_;slot=1;filename=lss1737wtlrf-PK_.jpg
Shops Available For Sale Karachi,Kashmir Colony,17  Jul,"Rs 14,00,000",https://apollo-singapore.akamaized.net/v1/files/1p8l59kggc9k-PK/image;s=261x203;pk_;slot=1;filename=1p8l59kggc9k-PK_.jpg
"Shop for sale in main zari house, Delhi colony",Delhi Colony,17  Jul,"Rs 40,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop of main ROAD,Nasir Colony,17  Jul,"Rs 10,00,000",https://img01.olx.com.pk/images_olxpk/149530000_1_261x203_shop-of-main-road-karachi_rev001.jpg
New refrigerated containers for sale,Pak Ideal Cooperative Housing Society,17  Jul,"Rs 30,00,000",https://apollo-singapore.akamaized.net/v1/files/1f8p92y8h1og3-PK/image;s=261x203;pk_;slot=1;filename=1f8p92y8h1og3-PK_.jpg
40ft Used shipping containers for sale,Pechs I,17  Jul,"Rs 3,00,000",https://apollo-singapore.akamaized.net/v1/files/iko4y2izm2mg-PK/image;s=261x203;pk_;slot=1;filename=iko4y2izm2mg-PK_.jpg
Outlet for sale,Airport,17  Jul,"Rs 15,00,000",https://apollo-singapore.akamaized.net/v1/files/hqrt2jtyc6yt2-PK/image;s=261x203;pk_;slot=1;filename=hqrt2jtyc6yt2-PK_.jpg
shop in zainab market,Saddar Town,17  Jul,"Rs 30,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop 70squrefreet motandass,M.A. Jinnah Road,17  Jul,"Rs 19,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop and offices,Bahria Town Karachi,17  Jul,"Rs 1,00,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale in international center,Saddar Town,17  Jul,"Rs 18,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Drigh Colony Zarina Market 4 Sale by Owner,Drigue Colony,17  Jul,"Rs 3,00,00,000",https://apollo-singapore.akamaized.net/v1/files/lllp273zyusk2-PK/image;s=261x203;pk_;slot=1;filename=lllp273zyusk2-PK_.jpg
Defence phase 2ext mezzanine for sale,Baghdadi,17  Jul,"Rs 80,00,000",https://apollo-singapore.akamaized.net/v1/files/jwqf3hdscokd1-PK/image;s=261x203;pk_;slot=1;filename=jwqf3hdscokd1-PK_.jpg
Limited Commercial Office For Sale In Dominion Business Center 2 Jinna,Bahria Town Karachi,16  Jul,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/wr4x2aylimkm3-PK/image;s=261x203;pk_;slot=2;filename=wr4x2aylimkm3-PK_.jpg
Saddar may hotel k liye building,Dr Daud Pota Road,16  Jul,"Rs 32,00,00,000",https://apollo-singapore.akamaized.net/v1/files/iu844gitcolh-PK/image;s=261x203;pk_;slot=1;filename=iu844gitcolh-PK_.jpg
Two shop for sale,Gulzar-E-Hijri,16  Jul,"Rs 38,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale,,16  Jul,"Rs 6,50,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale,,16  Jul,"Rs 16,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop For sale,Akhtar Colony,16  Jul,"Rs 5,00,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Space available for Coaching at Gulshan-e-Iqbal block 4,,16  Jul,"Rs 3,00,000",https://olxpkstatic-a.akamaihd.net/59c72a2-968/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Living container,Clifton,16  Jul,"Rs 4,80,000",https://apollo-singapore.akamaized.net/v1/files/p6sevz5gfwsj2-PK/image;s=261x203;pk_;slot=1;filename=p6sevz5gfwsj2-PK_.jpg
Shop for sale Main University Road Block 1 Gulistan e Johar,University Road,16  Jul,"Rs 1,10,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
450 Square Feet Commercial Space For Sell,Shaheed Millat Road,16  Jul,"Rs 82,00,000",https://apollo-singapore.akamaized.net/v1/files/ilv1h7674kwo2-PK/image;s=261x203;pk_;slot=1;filename=ilv1h7674kwo2-PK_.jpg
Samama shopping center North Karachi ki prime location per,North Karachi,16  Jul,"Rs 18,00,000",https://apollo-singapore.akamaized.net/v1/files/ypio76soktdt3-PK/image;s=261x203;pk_;slot=1;filename=ypio76soktdt3-PK_.jpg
Shops available on easy monthly instalments ( AGI ),DHA Defence,16  Jul,"Rs 3,00,000",https://apollo-singapore.akamaized.net/v1/files/hn9jvyc98rtv3-PK/image;s=261x203;pk_;slot=1;filename=hn9jvyc98rtv3-PK_.jpg
Commerical Bungalow For Sale In Gulistan e Jauhar block 4,Gulistan-e-Jauhar,16  Jul,"Rs 4,00,00,000",https://apollo-singapore.akamaized.net/v1/files/1lqgqy5529fe3-PK/image;s=261x203;pk_;slot=1;filename=1lqgqy5529fe3-PK_.jpg
